Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Régimen y estado;Periodo;Total
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2008;7.202
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2007;7.920
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2021;9.520
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2020;7.170
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2019;8.341
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2018;8.427
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2017;7.463
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2016;6.042
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2015;4.997
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2014;3.036
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2013;2.606
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2012;2.575
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2011;3.197
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2010;3.668
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2009;3.878
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2008;5.644
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2007;8.598
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2021;11.218
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2020;8.205
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2019;9.569
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2018;9.469
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2017;8.492
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2016;6.868
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2015;6.409
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2014;5.648
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2013;6.032
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2012;5.945
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2011;7.179
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2010;8.161
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2009;8.191
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2008;12.000
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2007;15.476
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2021;792
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2020;712
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2019;828
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2018;801
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2017;679
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2016;577
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2015;520
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2014;535
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2013;367
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2012;552
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2011;864
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2010;774
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2009;1.537
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2008;846
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2007;1.042
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2021;7.877
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2020;4.986
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2019;5.661
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2018;5.520
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2017;4.933
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2016;3.994
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2015;3.573
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2014;3.561
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2013;3.719
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2012;3.978
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2011;4.673
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2010;5.068
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2009;4.753
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2008;7.882
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2007;10.683
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2021;1.814
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2020;1.128
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2019;1.210
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2018;1.381
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2017;1.120
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2016;898
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2015;958
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2014;1.881
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2013;2.314
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2012;2.700
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2011;3.208
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2010;3.452
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2009;3.199
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2008;4.210
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2007;6.009
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2021;6.063
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2020;3.858
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2019;4.451
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2018;4.139
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2017;3.813
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2016;3.096
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2015;2.615
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2014;1.680
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2013;1.405
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2012;1.278
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2011;1.465
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2010;1.616
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2009;1.554
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2008;3.672
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2007;4.674
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2021;7.238
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2020;4.200
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2019;5.106
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2018;4.911
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2017;4.406
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2016;3.582
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2015;3.215
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2014;3.324
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2013;3.375
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2012;3.373
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2011;4.058
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2010;4.319
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2009;4.309
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2008;7.037
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2007;9.963
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2021;639
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2020;786
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2019;555
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2018;609
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2017;527
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2016;412
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2015;358
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2014;237
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2013;344
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2012;605
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2011;615
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2010;749
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2009;444
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2008;845
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2007;720
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2021;5.181
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2020;4.499
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2019;4.751
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2018;4.719
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2017;4.418
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2016;3.763
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2015;3.280
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2014;2.678
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2013;2.767
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2012;3.469
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2011;3.992
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2010;4.252
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2009;4.855
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2008;7.719
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2007;10.168
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2021;563
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2020;465
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2019;472
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2018;616
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2017;591
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2016;465
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2015;594
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2014;654
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2013;910
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2012;1.430
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2011;1.514
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2010;1.756
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2009;2.321
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2008;3.594
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2007;3.304
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2021;4.618
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2020;4.034
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2019;4.279
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2018;4.103
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2017;3.827
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2016;3.298
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2015;2.686
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2014;2.024
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2013;1.857
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2012;2.039
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2011;2.478
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2010;2.496
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2009;2.534
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2008;4.125
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2007;6.864
Total Nacional;01 Andalucía;23 Jaén;Vivienda libre;2021;4.621
Total Nacional;01 Andalucía;23 Jaén;Vivienda libre;2020;3.955
Total Nacional;01 Andalucía;23 Jaén;Vivienda libre;2019;4.180
Total Nacional;01 Andalucía;23 Jaén;Vivienda libre;2018;4.135
Total Nacional;01 Andalucía;23 Jaén;Vivienda libre;2017;3.826
Total Nacional;01 Andalucía;23 Jaén;Vivienda libre;2016;3.282
Total Nacional;01 Andalucía;23 Jaén;Vivienda libre;2015;2.828
Total Nacional;01 Andalucía;23 Jaén;Vivienda libre;2014;2.322
Total Nacional;01 Andalucía;23 Jaén;Vivienda libre;2013;2.424
Total Nacional;01 Andalucía;23 Jaén;Vivienda libre;2012;2.760
Total Nacional;01 Andalucía;23 Jaén;Vivienda libre;2011;3.431
Total Nacional;01 Andalucía;23 Jaén;Vivienda libre;2010;3.686
Total Nacional;01 Andalucía;23 Jaén;Vivienda libre;2009;4.309
Total Nacional;01 Andalucía;23 Jaén;Vivienda libre;2008;6.756
Total Nacional;01 Andalucía;23 Jaén;Vivienda libre;2007;8.603
Total Nacional;01 Andalucía;23 Jaén;Vivienda protegida;2021;560
Total Nacional;01 Andalucía;23 Jaén;Vivienda protegida;2020;544
Total Nacional;01 Andalucía;23 Jaén;Vivienda protegida;2019;571
Total Nacional;01 Andalucía;23 Jaén;Vivienda protegida;2018;584
Total Nacional;01 Andalucía;23 Jaén;Vivienda protegida;2017;592
Total Nacional;01 Andalucía;23 Jaén;Vivienda protegida;2016;481
Total Nacional;01 Andalucía;23 Jaén;Vivienda protegida;2015;452
Total Nacional;01 Andalucía;23 Jaén;Vivienda protegida;2014;356
Total Nacional;01 Andalucía;23 Jaén;Vivienda protegida;2013;343
Total Nacional;01 Andalucía;23 Jaén;Vivienda protegida;2012;709
Total Nacional;01 Andalucía;23 Jaén;Vivienda protegida;2011;561
Total Nacional;01 Andalucía;23 Jaén;Vivienda protegida;2010;566
Total Nacional;01 Andalucía;23 Jaén;Vivienda protegida;2009;546
Total Nacional;01 Andalucía;23 Jaén;Vivienda protegida;2008;963
Total Nacional;01 Andalucía;23 Jaén;Vivienda protegida;2007;1.565
Total Nacional;01 Andalucía;29 Málaga;Viviendas: Total;2021;33.278
Total Nacional;01 Andalucía;29 Málaga;Viviendas: Total;2020;23.265
Total Nacional;01 Andalucía;29 Málaga;Viviendas: Total;2019;29.852
Total Nacional;01 Andalucía;29 Málaga;Viviendas: Total;2018;32.636
Total Nacional;01 Andalucía;29 Málaga;Viviendas: Total;2017;30.869
Total Nacional;01 Andalucía;29 Málaga;Viviendas: Total;2016;26.648
Total Nacional;01 Andalucía;29 Málaga;Viviendas: Total;2015;24.553
Total Nacional;01 Andalucía;29 Málaga;Viviendas: Total;2014;22.236
Total Nacional;01 Andalucía;29 Málaga;Viviendas: Total;2013;19.540
Total Nacional;01 Andalucía;29 Málaga;Viviendas: Total;2012;17.822
Total Nacional;01 Andalucía;29 Málaga;Viviendas: Total;2011;19.211
Total Nacional;01 Andalucía;29 Málaga;Viviendas: Total;2010;21.990
Total Nacional;01 Andalucía;29 Málaga;Viviendas: Total;2009;23.287
Total Nacional;01 Andalucía;29 Málaga;Viviendas: Total;2008;28.754
Total Nacional;01 Andalucía;29 Málaga;Viviendas: Total;2007;42.386
Total Nacional;01 Andalucía;29 Málaga;Vivienda nueva;2021;8.729
Total Nacional;01 Andalucía;29 Málaga;Vivienda nueva;2020;5.765
Total Nacional;01 Andalucía;29 Málaga;Vivienda nueva;2019;5.577
Total Nacional;01 Andalucía;29 Málaga;Vivienda nueva;2018;6.010
Total Nacional;01 Andalucía;29 Málaga;Vivienda nueva;2017;5.633
Total Nacional;01 Andalucía;29 Málaga;Vivienda nueva;2016;4.726
Total Nacional;01 Andalucía;29 Málaga;Vivienda nueva;2015;5.200
Total Nacional;01 Andalucía;29 Málaga;Vivienda nueva;2014;8.401
Total Nacional;01 Andalucía;29 Málaga;Vivienda nueva;2013;9.375
Total Nacional;01 Andalucía;29 Málaga;Vivienda nueva;2012;9.064
Total Nacional;01 Andalucía;29 Málaga;Vivienda nueva;2011;9.637
Total Nacional;01 Andalucía;29 Málaga;Vivienda nueva;2010;11.024
Total Nacional;01 Andalucía;29 Málaga;Vivienda nueva;2009;12.732
Total Nacional;01 Andalucía;29 Málaga;Vivienda nueva;2008;14.802
Total Nacional;01 Andalucía;29 Málaga;Vivienda nueva;2007;19.685
Total Nacional;01 Andalucía;29 Málaga;Vivienda usada;2021;24.549
Total Nacional;01 Andalucía;29 Málaga;Vivienda usada;2020;17.500
Total Nacional;01 Andalucía;29 Málaga;Vivienda usada;2019;24.275
Total Nacional;01 Andalucía;29 Málaga;Vivienda usada;2018;26.626
Total Nacional;01 Andalucía;29 Málaga;Vivienda usada;2017;25.236
Total Nacional;01 Andalucía;29 Málaga;Vivienda usada;2016;21.922
Total Nacional;01 Andalucía;29 Málaga;Vivienda usada;2015;19.353
Total Nacional;01 Andalucía;29 Málaga;Vivienda usada;2014;13.835
Total Nacional;01 Andalucía;29 Málaga;Vivienda usada;2013;10.165
Total Nacional;01 Andalucía;29 Málaga;Vivienda usada;2012;8.758
Total Nacional;01 Andalucía;29 Málaga;Vivienda usada;2011;9.574
Total Nacional;01 Andalucía;29 Málaga;Vivienda usada;2010;10.966
Total Nacional;01 Andalucía;29 Málaga;Vivienda usada;2009;10.555
Total Nacional;01 Andalucía;29 Málaga;Vivienda usada;2008;13.952
Total Nacional;01 Andalucía;29 Málaga;Vivienda usada;2007;22.701
Total Nacional;01 Andalucía;29 Málaga;Vivienda libre;2021;31.408
Total Nacional;01 Andalucía;29 Málaga;Vivienda libre;2020;22.250
Total Nacional;01 Andalucía;29 Málaga;Vivienda libre;2019;28.092
Total Nacional;01 Andalucía;29 Málaga;Vivienda libre;2018;30.628
Total Nacional;01 Andalucía;29 Málaga;Vivienda libre;2017;28.940
Total Nacional;01 Andalucía;29 Málaga;Vivienda libre;2016;24.988
Total Nacional;01 Andalucía;29 Málaga;Vivienda libre;2015;23.112
Total Nacional;01 Andalucía;29 Málaga;Vivienda libre;2014;21.085
Total Nacional;01 Andalucía;29 Málaga;Vivienda libre;2013;18.308
Total Nacional;01 Andalucía;29 Málaga;Vivienda libre;2012;16.596
Total Nacional;01 Andalucía;29 Málaga;Vivienda libre;2011;17.292
Total Nacional;01 Andalucía;29 Málaga;Vivienda libre;2010;20.359
Total Nacional;01 Andalucía;29 Málaga;Vivienda libre;2009;22.185
Total Nacional;01 Andalucía;29 Málaga;Vivienda libre;2008;27.132
Total Nacional;01 Andalucía;29 Málaga;Vivienda libre;2007;40.164
Total Nacional;01 Andalucía;29 Málaga;Vivienda protegida;2021;1.870
Total Nacional;01 Andalucía;29 Málaga;Vivienda protegida;2020;1.015
Total Nacional;01 Andalucía;29 Málaga;Vivienda protegida;2019;1.760
Total Nacional;01 Andalucía;29 Málaga;Vivienda protegida;2018;2.008
Total Nacional;01 Andalucía;29 Málaga;Vivienda protegida;2017;1.929
Total Nacional;01 Andalucía;29 Málaga;Vivienda protegida;2016;1.660
Total Nacional;01 Andalucía;29 Málaga;Vivienda protegida;2015;1.441
Total Nacional;01 Andalucía;29 Málaga;Vivienda protegida;2014;1.151
Total Nacional;01 Andalucía;29 Málaga;Vivienda protegida;2013;1.232
Total Nacional;01 Andalucía;29 Málaga;Vivienda protegida;2012;1.226
Total Nacional;01 Andalucía;29 Málaga;Vivienda protegida;2011;1.919
Total Nacional;01 Andalucía;29 Málaga;Vivienda protegida;2010;1.631
Total Nacional;01 Andalucía;29 Málaga;Vivienda protegida;2009;1.102
Total Nacional;01 Andalucía;29 Málaga;Vivienda protegida;2008;1.622
Total Nacional;01 Andalucía;29 Málaga;Vivienda protegida;2007;2.222
Total Nacional;01 Andalucía;41 Sevilla;Viviendas: Total;2021;22.572
Total Nacional;01 Andalucía;41 Sevilla;Viviendas: Total;2020;15.790
Total Nacional;01 Andalucía;41 Sevilla;Viviendas: Total;2019;18.406
Total Nacional;01 Andalucía;41 Sevilla;Viviendas: Total;2018;17.736
Total Nacional;01 Andalucía;41 Sevilla;Viviendas: Total;2017;14.804
Total Nacional;01 Andalucía;41 Sevilla;Viviendas: Total;2016;13.080
Total Nacional;01 Andalucía;41 Sevilla;Viviendas: Total;2015;11.546
Total Nacional;01 Andalucía;41 Sevilla;Viviendas: Total;2014;10.950
Total Nacional;01 Andalucía;41 Sevilla;Viviendas: Total;2013;12.357
Total Nacional;01 Andalucía;41 Sevilla;Viviendas: Total;2012;11.735
Total Nacional;01 Andalucía;41 Sevilla;Viviendas: Total;2011;13.286
Total Nacional;01 Andalucía;41 Sevilla;Viviendas: Total;2010;16.056
Total Nacional;01 Andalucía;41 Sevilla;Viviendas: Total;2009;16.036
Total Nacional;01 Andalucía;41 Sevilla;Viviendas: Total;2008;23.629
Total Nacional;01 Andalucía;41 Sevilla;Viviendas: Total;2007;32.610
Total Nacional;01 Andalucía;41 Sevilla;Vivienda nueva;2021;4.194
Total Nacional;01 Andalucía;41 Sevilla;Vivienda nueva;2020;2.584
Total Nacional;01 Andalucía;41 Sevilla;Vivienda nueva;2019;2.191
Total Nacional;01 Andalucía;41 Sevilla;Vivienda nueva;2018;1.843
Total Nacional;01 Andalucía;41 Sevilla;Vivienda nueva;2017;1.612
Total Nacional;01 Andalucía;41 Sevilla;Vivienda nueva;2016;1.486
Total Nacional;01 Andalucía;41 Sevilla;Vivienda nueva;2015;1.708
Total Nacional;01 Andalucía;41 Sevilla;Vivienda nueva;2014;2.938
Total Nacional;01 Andalucía;41 Sevilla;Vivienda nueva;2013;4.641
Total Nacional;01 Andalucía;41 Sevilla;Vivienda nueva;2012;5.065
Total Nacional;01 Andalucía;41 Sevilla;Vivienda nueva;2011;5.096
Total Nacional;01 Andalucía;41 Sevilla;Vivienda nueva;2010;6.543
Total Nacional;01 Andalucía;41 Sevilla;Vivienda nueva;2009;6.469
Total Nacional;01 Andalucía;41 Sevilla;Vivienda nueva;2008;8.665
Total Nacional;01 Andalucía;41 Sevilla;Vivienda nueva;2007;12.588
Total Nacional;01 Andalucía;41 Sevilla;Vivienda usada;2021;18.378
